date,item_id,category,sales,unit_price
2023-10-13,101,Dairy,29,100.00
2023-10-13,102,Snacks,29,50.00
2023-10-13,103,Beverages,38,75.00
2023-10-13,104,Grains,44,120.00
2023-10-13,105,Produce,4,90.00
2023-10-14,101,Dairy,33,100.00
2023-10-14,102,Snacks,29,50.00
2023-10-14,103,Beverages,23,75.00
2023-10-14,104,Grains,7,120.00
2023-10-14,105,Produce,43,90.00
2023-10-15,101,Dairy,39,100.00
2023-10-15,102,Snacks,3,50.00
2023-10-15,103,Beverages,34,75.00
2023-10-15,104,Grains,48,120.00
2023-10-15,105,Produce,31,90.00
2023-10-16,101,Dairy,7,100.00
2023-10-16,102,Snacks,39,50.00
2023-10-16,103,Beverages,47,75.00
2023-10-16,104,Grains,7,120.00
2023-10-16,105,Produce,21,90.00
2023-10-17,101,Dairy,26,100.00
2023-10-17,102,Snacks,27,50.00
2023-10-17,103,Beverages,30,75.00
2023-10-17,104,Grains,4,120.00
2023-10-17,105,Produce,30,90.00
2023-10-18,101,Dairy,0,100.00
2023-10-18,102,Snacks,16,50.00
2023-10-18,103,Beverages,24,75.00
2023-10-18,104,Grains,15,120.00
2023-10-18,105,Produce,2,90.00
2023-10-19,101,Dairy,24,100.00
2023-10-19,102,Snacks,17,50.00
2023-10-19,103,Beverages,6,75.00
2023-10-19,104,Grains,21,120.00
2023-10-19,105,Produce,2,90.00
2023-10-20,101,Dairy,32,100.00
2023-10-20,102,Snacks,41,50.00
2023-10-20,103,Beverages,2,75.00
2023-10-20,104,Grains,21,120.00
2023-10-20,105,Produce,17,90.00
2023-10-21,101,Dairy,41,100.00
2023-10-21,102,Snacks,37,50.00
2023-10-21,103,Beverages,34,75.00
2023-10-21,104,Grains,13,120.00
2023-10-21,105,Produce,23,90.00
2023-10-22,101,Dairy,22,100.00
2023-10-22,102,Snacks,6,50.00
2023-10-22,103,Beverages,1,75.00
2023-10-22,104,Grains,13,120.00
2023-10-22,105,Produce,42,90.00
2023-10-23,101,Dairy,44,100.00
2023-10-23,102,Snacks,22,50.00
2023-10-23,103,Beverages,49,75.00
2023-10-23,104,Grains,5,120.00
2023-10-23,105,Produce,4,90.00
2023-10-24,101,Dairy,20,100.00
2023-10-24,102,Snacks,3,50.00
2023-10-24,103,Beverages,15,75.00
2023-10-24,104,Grains,29,120.00
2023-10-24,105,Produce,39,90.00
2023-10-25,101,Dairy,49,100.00
2023-10-25,102,Snacks,26,50.00
2023-10-25,103,Beverages,40,75.00
2023-10-25,104,Grains,20,120.00
2023-10-25,105,Produce,46,90.00
2023-10-26,101,Dairy,10,100.00
2023-10-26,102,Snacks,9,50.00
2023-10-26,103,Beverages,29,75.00
2023-10-26,104,Grains,41,120.00
2023-10-26,105,Produce,19,90.00
2023-10-27,101,Dairy,12,100.00
2023-10-27,102,Snacks,34,50.00
2023-10-27,103,Beverages,25,75.00
2023-10-27,104,Grains,44,120.00
2023-10-27,105,Produce,1,90.00
2023-10-28,101,Dairy,28,100.00
2023-10-28,102,Snacks,29,50.00
2023-10-28,103,Beverages,47,75.00
2023-10-28,104,Grains,49,120.00
2023-10-28,105,Produce,37,90.00
2023-10-29,101,Dairy,15,100.00
2023-10-29,102,Snacks,33,50.00
2023-10-29,103,Beverages,49,75.00
2023-10-29,104,Grains,15,120.00
2023-10-29,105,Produce,28,90.00
2023-10-30,101,Dairy,20,100.00
2023-10-30,102,Snacks,38,50.00
2023-10-30,103,Beverages,1,75.00
2023-10-30,104,Grains,4,120.00
2023-10-30,105,Produce,14,90.00
2023-10-31,101,Dairy,4,100.00
2023-10-31,102,Snacks,14,50.00
2023-10-31,103,Beverages,9,75.00
2023-10-31,104,Grains,37,120.00
2023-10-31,105,Produce,43,90.00
2023-11-01,101,Dairy,46,100.00
2023-11-01,102,Snacks,23,50.00
2023-11-01,103,Beverages,33,75.00
2023-11-01,104,Grains,47,120.00
2023-11-01,105,Produce,5,90.00
2023-11-02,101,Dairy,36,100.00
2023-11-02,102,Snacks,7,50.00
2023-11-02,103,Beverages,14,75.00
2023-11-02,104,Grains,44,120.00
2023-11-02,105,Produce,17,90.00
2023-11-03,101,Dairy,5,100.00
2023-11-03,102,Snacks,19,50.00
2023-11-03,103,Beverages,39,75.00
2023-11-03,104,Grains,25,120.00
2023-11-03,105,Produce,45,90.00
2023-11-04,101,Dairy,2,100.00
2023-11-04,102,Snacks,38,50.00
2023-11-04,103,Beverages,15,75.00
2023-11-04,104,Grains,13,120.00
2023-11-04,105,Produce,19,90.00
2023-11-05,101,Dairy,16,100.00
2023-11-05,102,Snacks,0,50.00
2023-11-05,103,Beverages,47,75.00
2023-11-05,104,Grains,17,120.00
2023-11-05,105,Produce,29,90.00
2023-11-06,101,Dairy,29,100.00
2023-11-06,102,Snacks,19,50.00
2023-11-06,103,Beverages,17,75.00
2023-11-06,104,Grains,46,120.00
2023-11-06,105,Produce,27,90.00
2023-11-07,101,Dairy,14,100.00
2023-11-07,102,Snacks,43,50.00
2023-11-07,103,Beverages,25,75.00
2023-11-07,104,Grains,3,120.00
2023-11-07,105,Produce,34,90.00
2023-11-08,101,Dairy,18,100.00
2023-11-08,102,Snacks,5,50.00
2023-11-08,103,Beverages,40,75.00
2023-11-08,104,Grains,38,120.00
2023-11-08,105,Produce,16,90.00
2023-11-09,101,Dairy,38,100.00
2023-11-09,102,Snacks,46,50.00
2023-11-09,103,Beverages,45,75.00
2023-11-09,104,Grains,50,120.00
2023-11-09,105,Produce,18,90.00
2023-11-10,101,Dairy,7,100.00
2023-11-10,102,Snacks,14,50.00
2023-11-10,103,Beverages,47,75.00
2023-11-10,104,Grains,46,120.00
2023-11-10,105,Produce,27,90.00
2023-11-11,101,Dairy,28,100.00
2023-11-11,102,Snacks,6,50.00
2023-11-11,103,Beverages,44,75.00
2023-11-11,104,Grains,20,120.00
2023-11-11,105,Produce,32,90.00
2023-11-12,101,Dairy,5,100.00
2023-11-12,102,Snacks,49,50.00
2023-11-12,103,Beverages,4,75.00
2023-11-12,104,Grains,50,120.00
2023-11-12,105,Produce,31,90.00
2023-11-13,101,Dairy,9,100.00
2023-11-13,102,Snacks,25,50.00
2023-11-13,103,Beverages,2,75.00
2023-11-13,104,Grains,22,120.00
2023-11-13,105,Produce,43,90.00
2023-11-14,101,Dairy,20,100.00
2023-11-14,102,Snacks,39,50.00
2023-11-14,103,Beverages,37,75.00
2023-11-14,104,Grains,44,120.00
2023-11-14,105,Produce,8,90.00
2023-11-15,101,Dairy,11,100.00
2023-11-15,102,Snacks,38,50.00
2023-11-15,103,Beverages,31,75.00
2023-11-15,104,Grains,34,120.00
2023-11-15,105,Produce,18,90.00
2023-11-16,101,Dairy,46,100.00
2023-11-16,102,Snacks,50,50.00
2023-11-16,103,Beverages,24,75.00
2023-11-16,104,Grains,41,120.00
2023-11-16,105,Produce,24,90.00
2023-11-17,101,Dairy,22,100.00
2023-11-17,102,Snacks,20,50.00
2023-11-17,103,Beverages,46,75.00
2023-11-17,104,Grains,36,120.00
2023-11-17,105,Produce,29,90.00
2023-11-18,101,Dairy,9,100.00
2023-11-18,102,Snacks,10,50.00
2023-11-18,103,Beverages,34,75.00
2023-11-18,104,Grains,17,120.00
2023-11-18,105,Produce,43,90.00
2023-11-19,101,Dairy,19,100.00
2023-11-19,102,Snacks,40,50.00
2023-11-19,103,Beverages,10,75.00
2023-11-19,104,Grains,35,120.00
2023-11-19,105,Produce,42,90.00
2023-11-20,101,Dairy,24,100.00
2023-11-20,102,Snacks,30,50.00
2023-11-20,103,Beverages,21,75.00
2023-11-20,104,Grains,45,120.00
2023-11-20,105,Produce,24,90.00
2023-11-21,101,Dairy,26,100.00
2023-11-21,102,Snacks,12,50.00
2023-11-21,103,Beverages,9,75.00
2023-11-21,104,Grains,37,120.00
2023-11-21,105,Produce,29,90.00
2023-11-22,101,Dairy,42,100.00
2023-11-22,102,Snacks,46,50.00
2023-11-22,103,Beverages,41,75.00
2023-11-22,104,Grains,16,120.00
2023-11-22,105,Produce,22,90.00
2023-11-23,101,Dairy,7,100.00
2023-11-23,102,Snacks,7,50.00
2023-11-23,103,Beverages,7,75.00
2023-11-23,104,Grains,14,120.00
2023-11-23,105,Produce,38,90.00
2023-11-24,101,Dairy,1,100.00
2023-11-24,102,Snacks,31,50.00
2023-11-24,103,Beverages,30,75.00
2023-11-24,104,Grains,21,120.00
2023-11-24,105,Produce,4,90.00
2023-11-25,101,Dairy,28,100.00
2023-11-25,102,Snacks,42,50.00
2023-11-25,103,Beverages,2,75.00
2023-11-25,104,Grains,48,120.00
2023-11-25,105,Produce,16,90.00
2023-11-26,101,Dairy,26,100.00
2023-11-26,102,Snacks,19,50.00
2023-11-26,103,Beverages,39,75.00
2023-11-26,104,Grains,1,120.00
2023-11-26,105,Produce,16,90.00
2023-11-27,101,Dairy,29,100.00
2023-11-27,102,Snacks,33,50.00
2023-11-27,103,Beverages,20,75.00
2023-11-27,104,Grains,3,120.00
2023-11-27,105,Produce,23,90.00
2023-11-28,101,Dairy,2,100.00
2023-11-28,102,Snacks,21,50.00
2023-11-28,103,Beverages,9,75.00
2023-11-28,104,Grains,12,120.00
2023-11-28,105,Produce,10,90.00
2023-11-29,101,Dairy,12,100.00
2023-11-29,102,Snacks,20,50.00
2023-11-29,103,Beverages,11,75.00
2023-11-29,104,Grains,47,120.00
2023-11-29,105,Produce,0,90.00
2023-11-30,101,Dairy,38,100.00
2023-11-30,102,Snacks,15,50.00
2023-11-30,103,Beverages,11,75.00
2023-11-30,104,Grains,13,120.00
2023-11-30,105,Produce,14,90.00
2023-12-01,101,Dairy,49,100.00
2023-12-01,102,Snacks,38,50.00
2023-12-01,103,Beverages,30,75.00
2023-12-01,104,Grains,19,120.00
2023-12-01,105,Produce,29,90.00
2023-12-02,101,Dairy,42,100.00
2023-12-02,102,Snacks,37,50.00
2023-12-02,103,Beverages,23,75.00
2023-12-02,104,Grains,46,120.00
2023-12-02,105,Produce,28,90.00
2023-12-03,101,Dairy,47,100.00
2023-12-03,102,Snacks,13,50.00
2023-12-03,103,Beverages,14,75.00
2023-12-03,104,Grains,14,120.00
2023-12-03,105,Produce,29,90.00
2023-12-04,101,Dairy,28,100.00
2023-12-04,102,Snacks,27,50.00
2023-12-04,103,Beverages,2,75.00
2023-12-04,104,Grains,36,120.00
2023-12-04,105,Produce,48,90.00
2023-12-05,101,Dairy,11,100.00
2023-12-05,102,Snacks,5,50.00
2023-12-05,103,Beverages,33,75.00
2023-12-05,104,Grains,37,120.00
2023-12-05,105,Produce,27,90.00
2023-12-06,101,Dairy,33,100.00
2023-12-06,102,Snacks,25,50.00
2023-12-06,103,Beverages,22,75.00
2023-12-06,104,Grains,42,120.00
2023-12-06,105,Produce,14,90.00
2023-12-07,101,Dairy,33,100.00
2023-12-07,102,Snacks,39,50.00
2023-12-07,103,Beverages,34,75.00
2023-12-07,104,Grains,34,120.00
2023-12-07,105,Produce,43,90.00
2023-12-08,101,Dairy,45,100.00
2023-12-08,102,Snacks,35,50.00
2023-12-08,103,Beverages,4,75.00
2023-12-08,104,Grains,9,120.00
2023-12-08,105,Produce,36,90.00
2023-12-09,101,Dairy,12,100.00
2023-12-09,102,Snacks,31,50.00
2023-12-09,103,Beverages,45,75.00
2023-12-09,104,Grains,34,120.00
2023-12-09,105,Produce,2,90.00
2023-12-10,101,Dairy,34,100.00
2023-12-10,102,Snacks,39,50.00
2023-12-10,103,Beverages,47,75.00
2023-12-10,104,Grains,42,120.00
2023-12-10,105,Produce,27,90.00
2023-12-11,101,Dairy,37,100.00
2023-12-11,102,Snacks,43,50.00
2023-12-11,103,Beverages,18,75.00
2023-12-11,104,Grains,16,120.00
2023-12-11,105,Produce,12,90.00
2023-12-12,101,Dairy,46,100.00
2023-12-12,102,Snacks,40,50.00
2023-12-12,103,Beverages,30,75.00
2023-12-12,104,Grains,15,120.00
2023-12-12,105,Produce,38,90.00
2023-12-13,101,Dairy,35,100.00
2023-12-13,102,Snacks,21,50.00
2023-12-13,103,Beverages,18,75.00
2023-12-13,104,Grains,0,120.00
2023-12-13,105,Produce,47,90.00
2023-12-14,101,Dairy,17,100.00
2023-12-14,102,Snacks,50,50.00
2023-12-14,103,Beverages,20,75.00
2023-12-14,104,Grains,49,120.00
2023-12-14,105,Produce,20,90.00
2023-12-15,101,Dairy,37,100.00
2023-12-15,102,Snacks,18,50.00
2023-12-15,103,Beverages,1,75.00
2023-12-15,104,Grains,48,120.00
2023-12-15,105,Produce,44,90.00
2023-12-16,101,Dairy,45,100.00
2023-12-16,102,Snacks,42,50.00
2023-12-16,103,Beverages,50,75.00
2023-12-16,104,Grains,41,120.00
2023-12-16,105,Produce,17,90.00
2023-12-17,101,Dairy,17,100.00
2023-12-17,102,Snacks,17,50.00
2023-12-17,103,Beverages,31,75.00
2023-12-17,104,Grains,24,120.00
2023-12-17,105,Produce,20,90.00
2023-12-18,101,Dairy,6,100.00
2023-12-18,102,Snacks,36,50.00
2023-12-18,103,Beverages,16,75.00
2023-12-18,104,Grains,10,120.00
2023-12-18,105,Produce,1,90.00
2023-12-19,101,Dairy,34,100.00
2023-12-19,102,Snacks,28,50.00
2023-12-19,103,Beverages,30,75.00
2023-12-19,104,Grains,29,120.00
2023-12-19,105,Produce,45,90.00
2023-12-20,101,Dairy,13,100.00
2023-12-20,102,Snacks,44,50.00
2023-12-20,103,Beverages,49,75.00
2023-12-20,104,Grains,13,120.00
2023-12-20,105,Produce,5,90.00
2023-12-21,101,Dairy,3,100.00
2023-12-21,102,Snacks,13,50.00
2023-12-21,103,Beverages,36,75.00
2023-12-21,104,Grains,30,120.00
2023-12-21,105,Produce,42,90.00
2023-12-22,101,Dairy,39,100.00
2023-12-22,102,Snacks,21,50.00
2023-12-22,103,Beverages,40,75.00
2023-12-22,104,Grains,6,120.00
2023-12-22,105,Produce,14,90.00
2023-12-23,101,Dairy,44,100.00
2023-12-23,102,Snacks,15,50.00
2023-12-23,103,Beverages,34,75.00
2023-12-23,104,Grains,30,120.00
2023-12-23,105,Produce,27,90.00
2023-12-24,101,Dairy,2,100.00
2023-12-24,102,Snacks,11,50.00
2023-12-24,103,Beverages,5,75.00
2023-12-24,104,Grains,16,120.00
2023-12-24,105,Produce,27,90.00
2023-12-25,101,Dairy,43,100.00
2023-12-25,102,Snacks,44,50.00
2023-12-25,103,Beverages,25,75.00
2023-12-25,104,Grains,10,120.00
2023-12-25,105,Produce,1,90.00
2023-12-26,101,Dairy,2,100.00
2023-12-26,102,Snacks,8,50.00
2023-12-26,103,Beverages,19,75.00
2023-12-26,104,Grains,46,120.00
2023-12-26,105,Produce,38,90.00
2023-12-27,101,Dairy,18,100.00
2023-12-27,102,Snacks,13,50.00
2023-12-27,103,Beverages,38,75.00
2023-12-27,104,Grains,50,120.00
2023-12-27,105,Produce,49,90.00
2023-12-28,101,Dairy,17,100.00
2023-12-28,102,Snacks,37,50.00
2023-12-28,103,Beverages,19,75.00
2023-12-28,104,Grains,33,120.00
2023-12-28,105,Produce,43,90.00
2023-12-29,101,Dairy,18,100.00
2023-12-29,102,Snacks,36,50.00
2023-12-29,103,Beverages,47,75.00
2023-12-29,104,Grains,30,120.00
2023-12-29,105,Produce,12,90.00
2023-12-30,101,Dairy,9,100.00
2023-12-30,102,Snacks,30,50.00
2023-12-30,103,Beverages,32,75.00
2023-12-30,104,Grains,7,120.00
2023-12-30,105,Produce,2,90.00
2023-12-31,101,Dairy,37,100.00
2023-12-31,102,Snacks,31,50.00
2023-12-31,103,Beverages,37,75.00
2023-12-31,104,Grains,12,120.00
2023-12-31,105,Produce,5,90.00
2024-01-01,101,Dairy,21,100.00
2024-01-01,102,Snacks,48,50.00
2024-01-01,103,Beverages,38,75.00
2024-01-01,104,Grains,4,120.00
2024-01-01,105,Produce,21,90.00
2024-01-02,101,Dairy,38,100.00
2024-01-02,102,Snacks,49,50.00
2024-01-02,103,Beverages,28,75.00
2024-01-02,104,Grains,35,120.00
2024-01-02,105,Produce,8,90.00
2024-01-03,101,Dairy,21,100.00
2024-01-03,102,Snacks,38,50.00
2024-01-03,103,Beverages,4,75.00
2024-01-03,104,Grains,38,120.00
2024-01-03,105,Produce,44,90.00
2024-01-04,101,Dairy,35,100.00
2024-01-04,102,Snacks,13,50.00
2024-01-04,103,Beverages,27,75.00
2024-01-04,104,Grains,10,120.00
2024-01-04,105,Produce,23,90.00
2024-01-05,101,Dairy,1,100.00
2024-01-05,102,Snacks,34,50.00
2024-01-05,103,Beverages,17,75.00
2024-01-05,104,Grains,8,120.00
2024-01-05,105,Produce,22,90.00
2024-01-06,101,Dairy,18,100.00
2024-01-06,102,Snacks,35,50.00
2024-01-06,103,Beverages,45,75.00
2024-01-06,104,Grains,10,120.00
2024-01-06,105,Produce,49,90.00
2024-01-07,101,Dairy,40,100.00
2024-01-07,102,Snacks,47,50.00
2024-01-07,103,Beverages,42,75.00
2024-01-07,104,Grains,13,120.00
2024-01-07,105,Produce,6,90.00
2024-01-08,101,Dairy,33,100.00
2024-01-08,102,Snacks,34,50.00
2024-01-08,103,Beverages,22,75.00
2024-01-08,104,Grains,46,120.00
2024-01-08,105,Produce,15,90.00
2024-01-09,101,Dairy,27,100.00
2024-01-09,102,Snacks,19,50.00
2024-01-09,103,Beverages,1,75.00
2024-01-09,104,Grains,23,120.00
2024-01-09,105,Produce,11,90.00
2024-01-10,101,Dairy,16,100.00
2024-01-10,102,Snacks,4,50.00
2024-01-10,103,Beverages,50,75.00
2024-01-10,104,Grains,26,120.00
2024-01-10,105,Produce,14,90.00
2024-01-11,101,Dairy,44,100.00
2024-01-11,102,Snacks,31,50.00
2024-01-11,103,Beverages,31,75.00
2024-01-11,104,Grains,46,120.00
2024-01-11,105,Produce,48,90.00
2024-01-12,101,Dairy,20,100.00
2024-01-12,102,Snacks,7,50.00
2024-01-12,103,Beverages,19,75.00
2024-01-12,104,Grains,46,120.00
2024-01-12,105,Produce,4,90.00
2024-01-13,101,Dairy,1,100.00
2024-01-13,102,Snacks,40,50.00
2024-01-13,103,Beverages,35,75.00
2024-01-13,104,Grains,39,120.00
2024-01-13,105,Produce,0,90.00
2024-01-14,101,Dairy,36,100.00
2024-01-14,102,Snacks,15,50.00
2024-01-14,103,Beverages,13,75.00
2024-01-14,104,Grains,35,120.00
2024-01-14,105,Produce,22,90.00
2024-01-15,101,Dairy,6,100.00
2024-01-15,102,Snacks,12,50.00
2024-01-15,103,Beverages,31,75.00
2024-01-15,104,Grains,30,120.00
2024-01-15,105,Produce,26,90.00
2024-01-16,101,Dairy,4,100.00
2024-01-16,102,Snacks,11,50.00
2024-01-16,103,Beverages,15,75.00
2024-01-16,104,Grains,18,120.00
2024-01-16,105,Produce,24,90.00
2024-01-17,101,Dairy,12,100.00
2024-01-17,102,Snacks,49,50.00
2024-01-17,103,Beverages,34,75.00
2024-01-17,104,Grains,15,120.00
2024-01-17,105,Produce,38,90.00
2024-01-18,101,Dairy,2,100.00
2024-01-18,102,Snacks,5,50.00
2024-01-18,103,Beverages,42,75.00
2024-01-18,104,Grains,36,120.00
2024-01-18,105,Produce,30,90.00
2024-01-19,101,Dairy,3,100.00
2024-01-19,102,Snacks,24,50.00
2024-01-19,103,Beverages,11,75.00
2024-01-19,104,Grains,44,120.00
2024-01-19,105,Produce,38,90.00
2024-01-20,101,Dairy,46,100.00
2024-01-20,102,Snacks,4,50.00
2024-01-20,103,Beverages,13,75.00
2024-01-20,104,Grains,33,120.00
2024-01-20,105,Produce,16,90.00
2024-01-21,101,Dairy,24,100.00
2024-01-21,102,Snacks,15,50.00
2024-01-21,103,Beverages,21,75.00
2024-01-21,104,Grains,31,120.00
2024-01-21,105,Produce,25,90.00
2024-01-22,101,Dairy,3,100.00
2024-01-22,102,Snacks,41,50.00
2024-01-22,103,Beverages,6,75.00
2024-01-22,104,Grains,1,120.00
2024-01-22,105,Produce,21,90.00
2024-01-23,101,Dairy,16,100.00
2024-01-23,102,Snacks,27,50.00
2024-01-23,103,Beverages,19,75.00
2024-01-23,104,Grains,14,120.00
2024-01-23,105,Produce,40,90.00
2024-01-24,101,Dairy,3,100.00
2024-01-24,102,Snacks,19,50.00
2024-01-24,103,Beverages,4,75.00
2024-01-24,104,Grains,45,120.00
2024-01-24,105,Produce,40,90.00
2024-01-25,101,Dairy,6,100.00
2024-01-25,102,Snacks,38,50.00
2024-01-25,103,Beverages,29,75.00
2024-01-25,104,Grains,21,120.00
2024-01-25,105,Produce,29,90.00
2024-01-26,101,Dairy,23,100.00
2024-01-26,102,Snacks,4,50.00
2024-01-26,103,Beverages,48,75.00
2024-01-26,104,Grains,6,120.00
2024-01-26,105,Produce,39,90.00
2024-01-27,101,Dairy,44,100.00
2024-01-27,102,Snacks,42,50.00
2024-01-27,103,Beverages,27,75.00
2024-01-27,104,Grains,45,120.00
2024-01-27,105,Produce,33,90.00
2024-01-28,101,Dairy,30,100.00
2024-01-28,102,Snacks,2,50.00
2024-01-28,103,Beverages,23,75.00
2024-01-28,104,Grains,35,120.00
2024-01-28,105,Produce,13,90.00
2024-01-29,101,Dairy,19,100.00
2024-01-29,102,Snacks,24,50.00
2024-01-29,103,Beverages,28,75.00
2024-01-29,104,Grains,13,120.00
2024-01-29,105,Produce,10,90.00
2024-01-30,101,Dairy,25,100.00
2024-01-30,102,Snacks,29,50.00
2024-01-30,103,Beverages,19,75.00
2024-01-30,104,Grains,9,120.00
2024-01-30,105,Produce,7,90.00
2024-01-31,101,Dairy,45,100.00
2024-01-31,102,Snacks,18,50.00
2024-01-31,103,Beverages,32,75.00
2024-01-31,104,Grains,32,120.00
2024-01-31,105,Produce,12,90.00
2024-02-01,101,Dairy,30,100.00
2024-02-01,102,Snacks,3,50.00
2024-02-01,103,Beverages,9,75.00
2024-02-01,104,Grains,34,120.00
2024-02-01,105,Produce,15,90.00
2024-02-02,101,Dairy,15,100.00
2024-02-02,102,Snacks,2,50.00
2024-02-02,103,Beverages,48,75.00
2024-02-02,104,Grains,40,120.00
2024-02-02,105,Produce,38,90.00
2024-02-03,101,Dairy,41,100.00
2024-02-03,102,Snacks,9,50.00
2024-02-03,103,Beverages,18,75.00
2024-02-03,104,Grains,15,120.00
2024-02-03,105,Produce,27,90.00
2024-02-04,101,Dairy,38,100.00
2024-02-04,102,Snacks,28,50.00
2024-02-04,103,Beverages,43,75.00
2024-02-04,104,Grains,49,120.00
2024-02-04,105,Produce,33,90.00
2024-02-05,101,Dairy,47,100.00
2024-02-05,102,Snacks,11,50.00
2024-02-05,103,Beverages,5,75.00
2024-02-05,104,Grains,27,120.00
2024-02-05,105,Produce,13,90.00
2024-02-06,101,Dairy,0,100.00
2024-02-06,102,Snacks,25,50.00
2024-02-06,103,Beverages,46,75.00
2024-02-06,104,Grains,30,120.00
2024-02-06,105,Produce,17,90.00
2024-02-07,101,Dairy,3,100.00
2024-02-07,102,Snacks,30,50.00
2024-02-07,103,Beverages,43,75.00
2024-02-07,104,Grains,3,120.00
2024-02-07,105,Produce,45,90.00
2024-02-08,101,Dairy,43,100.00
2024-02-08,102,Snacks,2,50.00
2024-02-08,103,Beverages,45,75.00
2024-02-08,104,Grains,30,120.00
2024-02-08,105,Produce,20,90.00
2024-02-09,101,Dairy,46,100.00
2024-02-09,102,Snacks,29,50.00
2024-02-09,103,Beverages,11,75.00
2024-02-09,104,Grains,29,120.00
2024-02-09,105,Produce,9,90.00
2024-02-10,101,Dairy,47,100.00
2024-02-10,102,Snacks,12,50.00
2024-02-10,103,Beverages,25,75.00
2024-02-10,104,Grains,6,120.00
2024-02-10,105,Produce,49,90.00
2024-02-11,101,Dairy,13,100.00
2024-02-11,102,Snacks,28,50.00
2024-02-11,103,Beverages,1,75.00
2024-02-11,104,Grains,45,120.00
2024-02-11,105,Produce,42,90.00
2024-02-12,101,Dairy,49,100.00
2024-02-12,102,Snacks,38,50.00
2024-02-12,103,Beverages,16,75.00
2024-02-12,104,Grains,19,120.00
2024-02-12,105,Produce,44,90.00
2024-02-13,101,Dairy,49,100.00
2024-02-13,102,Snacks,27,50.00
2024-02-13,103,Beverages,31,75.00
2024-02-13,104,Grains,39,120.00
2024-02-13,105,Produce,24,90.00
2024-02-14,101,Dairy,48,100.00
2024-02-14,102,Snacks,11,50.00
2024-02-14,103,Beverages,5,75.00
2024-02-14,104,Grains,35,120.00
2024-02-14,105,Produce,15,90.00
2024-02-15,101,Dairy,29,100.00
2024-02-15,102,Snacks,32,50.00
2024-02-15,103,Beverages,3,75.00
2024-02-15,104,Grains,45,120.00
2024-02-15,105,Produce,14,90.00
2024-02-16,101,Dairy,14,100.00
2024-02-16,102,Snacks,13,50.00
2024-02-16,103,Beverages,41,75.00
2024-02-16,104,Grains,15,120.00
2024-02-16,105,Produce,1,90.00
2024-02-17,101,Dairy,4,100.00
2024-02-17,102,Snacks,38,50.00
2024-02-17,103,Beverages,24,75.00
2024-02-17,104,Grains,1,120.00
2024-02-17,105,Produce,26,90.00
2024-02-18,101,Dairy,48,100.00
2024-02-18,102,Snacks,48,50.00
2024-02-18,103,Beverages,27,75.00
2024-02-18,104,Grains,2,120.00
2024-02-18,105,Produce,47,90.00
2024-02-19,101,Dairy,47,100.00
2024-02-19,102,Snacks,45,50.00
2024-02-19,103,Beverages,23,75.00
2024-02-19,104,Grains,7,120.00
2024-02-19,105,Produce,23,90.00
2024-02-20,101,Dairy,28,100.00
2024-02-20,102,Snacks,45,50.00
2024-02-20,103,Beverages,12,75.00
2024-02-20,104,Grains,46,120.00
2024-02-20,105,Produce,43,90.00
2024-02-21,101,Dairy,37,100.00
2024-02-21,102,Snacks,24,50.00
2024-02-21,103,Beverages,39,75.00
2024-02-21,104,Grains,47,120.00
2024-02-21,105,Produce,25,90.00
2024-02-22,101,Dairy,6,100.00
2024-02-22,102,Snacks,2,50.00
2024-02-22,103,Beverages,45,75.00
2024-02-22,104,Grains,21,120.00
2024-02-22,105,Produce,14,90.00
2024-02-23,101,Dairy,0,100.00
2024-02-23,102,Snacks,50,50.00
2024-02-23,103,Beverages,19,75.00
2024-02-23,104,Grains,24,120.00
2024-02-23,105,Produce,16,90.00
2024-02-24,101,Dairy,14,100.00
2024-02-24,102,Snacks,24,50.00
2024-02-24,103,Beverages,20,75.00
2024-02-24,104,Grains,39,120.00
2024-02-24,105,Produce,33,90.00
2024-02-25,101,Dairy,35,100.00
2024-02-25,102,Snacks,1,50.00
2024-02-25,103,Beverages,45,75.00
2024-02-25,104,Grains,28,120.00
2024-02-25,105,Produce,6,90.00
2024-02-26,101,Dairy,9,100.00
2024-02-26,102,Snacks,1,50.00
2024-02-26,103,Beverages,20,75.00
2024-02-26,104,Grains,0,120.00
2024-02-26,105,Produce,12,90.00
2024-02-27,101,Dairy,38,100.00
2024-02-27,102,Snacks,23,50.00
2024-02-27,103,Beverages,8,75.00
2024-02-27,104,Grains,36,120.00
2024-02-27,105,Produce,2,90.00
2024-02-28,101,Dairy,36,100.00
2024-02-28,102,Snacks,50,50.00
2024-02-28,103,Beverages,2,75.00
2024-02-28,104,Grains,16,120.00
2024-02-28,105,Produce,32,90.00
2024-02-29,101,Dairy,34,100.00
2024-02-29,102,Snacks,30,50.00
2024-02-29,103,Beverages,1,75.00
2024-02-29,104,Grains,44,120.00
2024-02-29,105,Produce,39,90.00
2024-03-01,101,Dairy,5,100.00
2024-03-01,102,Snacks,27,50.00
2024-03-01,103,Beverages,31,75.00
2024-03-01,104,Grains,28,120.00
2024-03-01,105,Produce,24,90.00
2024-03-02,101,Dairy,27,100.00
2024-03-02,102,Snacks,13,50.00
2024-03-02,103,Beverages,8,75.00
2024-03-02,104,Grains,36,120.00
2024-03-02,105,Produce,49,90.00
2024-03-03,101,Dairy,15,100.00
2024-03-03,102,Snacks,17,50.00
2024-03-03,103,Beverages,6,75.00
